Restaurant,Item,Category,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV)
Panera,Half Greek Salad with Chicken,Salads,250,162,18,4.5,0,50,660,7,2,2,15,NA,NA,NA,NA
Panera,Whole Greek Salad with Chicken,Salads,500,324,36,9,0,100,1310,13,4,4,31,NA,NA,NA,NA
Panera,Half Thai Chopped Chicken Salad,Salads,240,90,10,1.5,0,40,580,21,3,6,18,NA,NA,NA,NA
Panera,Full Thai Chopped Chicken Salad,Salads,470,171,19,3.5,0,80,1170,41,5,13,36,NA,NA,NA,NA
Panera,Half Watermelon Feta Salad,Salads,240,117,13,2.5,0,5,220,27,4,15,6,35,30,10,10
Panera,Whole Watermelon Feta Salad,Salads,470,225,25,5,0,10,450,53,9,29,12,70,60,20,20
Panera,"Chicken, Ham & Swiss Flatbread",Sandwiches,360,153,17,10,0,70,580,31,3,4,15,NA,NA,NA,NA
Panera,Half Classic Grilled Cheese on All Natural White Miche,Sandwiches,290,90,10,7,0,30,720,37,1,4,13,NA,NA,NA,NA
Panera,Full Classic Grilled Cheese on All Natural White Miche,Sandwiches,580,171,19,15,0,55,1450,74,2,9,26,NA,NA,NA,NA
Panera,Half Frontega Chicken Panini,Sandwiches,430,171,19,4.5,0,55,960,39,2,3,24,NA,NA,NA,NA
Panera,Whole Frontega Chicken Panini,Sandwiches,850,342,38,9,0.5,110,1910,79,4,6,49,NA,NA,NA,NA
Panera,Full Bacon Turkey Bravo® on XL Tomato Basil,Sandwiches,790,252,28,10,0,85,2820,84,4,6,52,NA,NA,NA,NA
Panera,Full Italian Combo on Ciabatta,Sandwiches,980,369,41,15,1,145,2620,95,5,6,58,NA,NA,NA,NA
Panera,Full Napa Almond Chicken Salad on Sesame Semolina,Sandwiches,690,234,26,4.5,0,70,1180,88,5,12,29,NA,NA,NA,NA
Panera,Full Roasted Turkey & Avocado BLT on Sourdough,Sandwiches,510,198,22,3.5,0,70,940,47,6,2,32,NA,NA,NA,NA
Panera,Half Bacon Turkey Bravo® on XL Tomato Basil,Sandwiches,400,126,14,5,0,40,1410,42,2,3,26,NA,NA,NA,NA
Panera,Half Italian Combo on Ciabatta,Sandwiches,490,189,21,8,0.5,75,1310,47,2,3,29,NA,NA,NA,NA
Panera,Half Napa Almond Chicken Salad on Sesame Semolina,Sandwiches,340,117,13,2,0,35,590,44,2,6,15,NA,NA,NA,NA
Panera,Half Roasted Turkey & Avocado BLT on Sourdough,Sandwiches,260,99,11,2,0,35,470,24,3,1,16,NA,NA,NA,NA
Panera,Mediterranean Chicken Flatbread Sandwich,Sandwiches,310,99,11,5,0,60,550,36,3,5,8,NA,NA,NA,NA
Panera,Half Mediterranean Veggie on XL Tomato Basil,Sandwiches,290,54,6,1.5,0,5,700,48,4,6,11,NA,NA,NA,NA
Panera,Full Mediterranean Veggie on XL Tomato Basil,Sandwiches,590,117,13,3.5,0,10,1400,96,8,12,22,NA,NA,NA,NA
Panera,Roasted Turkey Cranberry Flatbread,Sandwiches,300,108,12,6,0,65,470,34,3,8,13,NA,NA,NA,NA
Panera,Half Sierra Turkey on Focaccia with Asiago Cheese,Sandwiches,460,225,25,6,0,40,950,39,2,2,20,NA,NA,NA,NA
Panera,Full Sierra Turkey on Focaccia with Asiago Cheese,Sandwiches,920,441,49,12,1,80,1900,79,4,5,40,NA,NA,NA,NA
Panera,Half Smoked Ham & Swiss on Rye,Sandwiches,290,72,8,4,0.5,45,930,32,2,2,22,NA,NA,NA,NA
Panera,Full Smoked Ham & Swiss on Rye,Sandwiches,590,153,17,8,1,90,1870,64,5,3,45,NA,NA,NA,NA
Panera,Half Smoked Turkey Breast on Country,Sandwiches,210,18,2,0,0,15,820,33,2,1,16,NA,NA,NA,NA
Panera,Full Smoked Turkey Breast on Country,Sandwiches,420,27,3,0.5,0,30,1650,66,3,3,33,NA,NA,NA,NA
Panera,Half Steak & Arugula Sandwich on Sourdough,Sandwiches,250,81,9,4,0,45,450,26,2,4,12,NA,NA,NA,NA
Panera,Whole Steak & Arugula Sandwich on Sourdough,Sandwiches,500,171,19,8,0,90,900,51,3,9,24,NA,NA,NA,NA
Panera,Half Steak & White Cheddar Panini,Sandwiches,490,171,19,7,0,65,900,51,2,2,26,NA,NA,NA,NA
Panera,Whole Steak & White Cheddar Panini,Sandwiches,980,351,39,14,1,130,1800,103,4,3,52,NA,NA,NA,NA
Panera,Thai Flatbread,Sandwiches,300,99,11,4.5,0,35,510,37,4,7,7,NA,NA,NA,NA
Panera,Tomato Mozzarella Flatbread Sandwich,Sandwiches,350,162,18,8,0,55,480,35,2,5,12,NA,NA,NA,NA
Panera,Half Tuna Salad on Honey Wheat,Sandwiches,250,72,8,2,0,25,580,31,3,6,14,NA,NA,NA,NA
Panera,Full Tuna Salad on Honey Wheat,Sandwiches,510,144,16,4,0,45,1150,63,5,12,29,NA,NA,NA,NA
Panera,Apple,Sides,80,0,0,0,0,0,0,21,4,15,0,NA,NA,NA,NA
Panera,French Baguette Side,Sides,180,9,1,0,0,0,440,36,1,0,6,0,6,2,10
Panera,Panera Baked Crisps,Sides,130,27,3,0.5,0,0,200,25,2,1,1,NA,NA,NA,NA
Panera,Panera potato chips,Sides,150,72,8,0.5,0,0,170,17,1,0,2,NA,NA,NA,NA
Panera,Pickle spear,Sides,5,0,0,0,0,0,410,1,1,0,0,NA,NA,NA,NA
Panera,Soft Dinner Roll,Sides,190,36,4,1,0,10,310,32,1,4,6,0,4,4,10
Panera,Sprouted Whole Grain Roll,Sides,170,9,1,0,0,0,360,33,3,3,6,0,15,2,10
Panera,Cup Baked Potato Soup,Soups & Broth Bowls,220,117,13,7,0,30,950,22,3,3,6,NA,NA,NA,NA
Panera,Bowl Baked Potato Soup,Soups & Broth Bowls,330,180,20,10,0,45,1420,33,4,5,9,0,6,15,0
Panera,Bread Bowl Baked Potato Soup,Soups & Broth Bowls,890,162,18,7,0,30,2110,152,7,4,33,NA,NA,NA,NA
Panera,Cup Bistro French Onion Soup,Soups & Broth Bowls,230,90,10,4.5,0,15,960,28,2,9,8,NA,NA,NA,NA
Panera,Bowl Bistro French Onion Soup,Soups & Broth Bowls,380,153,17,7,0,20,1500,46,4,13,13,10,20,8,10
Panera,Bread Bowl Bistro French Onion Soup,Soups & Broth Bowls,900,135,15,6,0,15,2120,158,7,9,35,NA,NA,NA,NA
Panera,Cup Black Bean Soup,Soups & Broth Bowls,90,90,10,1,0,0,740,27,12,1,5,NA,NA,NA,NA
Panera,Bowl Black Bean Soup,Soups & Broth Bowls,140,18,2,0,0,0,1110,40,17,2,7,15,0,8,20
Panera,Bread Bowl Black Bean Soup,Soups & Broth Bowls,760,54,6,0.5,0,0,1900,157,16,2,12,NA,NA,NA,NA
Panera,Cup Broccoli Cheddar Soup,Soups & Broth Bowls,230,117,13,8,0.5,35,840,19,4,4,9,NA,NA,NA,NA
Panera,Bowl Broccoli Cheddar Soup,Soups & Broth Bowls,360,189,21,13,1,55,1330,30,6,6,14,45,15,35,0
Panera,Bread Bowl Broccoli Cheddar Soup,Soups & Broth Bowls,900,162,18,8,0.5,35,2000,149,8,5,35,NA,NA,NA,NA
Panera,Cup Chicken Noodle Soup,Soups & Broth Bowls,110,27,3,1,0,75,930,13,2,1,10,NA,NA,NA,NA
Panera,Bowl Chicken Noodle Soup,Soups & Broth Bowls,160,45,5,1.5,0,110,1400,19,3,2,14,25,0,4,0
Panera,Bread Bowl Chicken Noodle Soup,Soups & Broth Bowls,780,72,8,1.5,0,75,2090,143,7,2,36,NA,NA,NA,NA
Panera,Cup Cream of Chicken & Wild Rice Soup,Soups & Broth Bowls,180,90,10,4.5,0,25,920,18,4,1,6,NA,NA,NA,NA
Panera,Bowl Cream of Chicken & Wild Rice Soup,Soups & Broth Bowls,260,144,16,7,0.5,35,1390,27,5,2,10,15,0,8,0
Panera,Bread Bowl Cream of Chicken & Wild Rice Soup,Soups & Broth Bowls,840,135,15,5,0,25,2090,148,8,2,33,NA,NA,NA,NA
Panera,Cup Creamy Tomato Soup,Soups & Broth Bowls,200,81,9,4.5,0,30,630,25,3,11,4,NA,NA,NA,NA
Panera,Bowl Creamy Tomato Soup,Soups & Broth Bowls,280,117,13,7,0,50,910,35,4,16,6,25,15,8,0
Panera,Bread Bowl Creamy Tomato Soup,Soups & Broth Bowls,860,108,12,5,0,30,1790,155,7,11,31,NA,NA,NA,NA
Panera,Cup Garden Vegetable Soup with Pesto,Soups & Broth Bowls,80,27,3,0,0,0,500,11,5,5,3,NA,NA,NA,NA
Panera,Bowl Garden Vegetable Soup with Pesto,Soups & Broth Bowls,110,27,3,0,0,0,730,16,7,7,4,20,15,10,0
Panera,Bread Bowl Garden Vegetable Soup with Pesto,Soups & Broth Bowls,750,63,7,0.5,0,0,1660,141,9,5,30,NA,NA,NA,NA
Panera,Cup New England Clam Chowder,Soups & Broth Bowls,370,225,25,16,1,95,680,27,2,4,9,NA,NA,NA,NA
Panera,Bowl New England Clam Chowder,Soups & Broth Bowls,570,351,39,24,1.5,145,1040,52,3,6,14,25,0,15,10
Panera,Bread Bowl New England Clam Chowder,Soups & Broth Bowls,1040,270,30,16,1,95,1840,157,7,4,36,NA,NA,NA,NA
Panera,Southwest Chicken Tortilla Bowl,Soups & Broth Bowls,480,144,16,2,0,65,1680,50,6,10,19,90,70,15,15
Panera,Vegetarian Summer Corn Chowder Cup,Soups & Broth Bowls,210,117,13,8,0,40,870,22,2,5,3,NA,NA,NA,NA
Panera,Vegetarian Summer Corn Chowder Bowl,Soups & Broth Bowls,320,180,20,12,0,60,1310,34,3,8,5,20,30,8,4
Panera,Vegetarian Summer Corn Chowder Bread Bowl,Soups & Broth Bowls,880,153,17,8,0,40,2030,153,6,6,30,NA,NA,NA,NA
Papa John's,Small BBQ Chicken Bacon Pizza,Original Crust Pizzas,230,70,8,3,0,25,690,30,1,2,10,6,2,10,8
Papa John's,Personal BBQ Chicken Bacon Pizza,Original Crust Pizzas,230,70,7,3,0,20,680,30,1,3,10,6,2,10,8
Papa John's,Medium BBQ Chicken Bacon Pizza,Original Crust Pizzas,250,80,8,3.5,0,25,740,32,1,3,11,6,2,15,10
Papa John's,Large BBQ Chicken Bacon Pizza,Original Crust Pizzas,350,100,12,5,0,35,1030,45,2,4,15,8,2,15,15
Papa John's,Extra Large BBQ Chicken Bacon Pizza,Original Crust Pizzas,370,110,12,5,0,35,1090,48,2,4,16,8,2,15,15
Papa John's,Personal Cheese Pizza,Original Crust Pizzas,180,50,6,2.5,0,15,450,25,1,3,7,2,4,10,8
Papa John's,Small Cheese Pizza,Original Crust Pizzas,180,50,6,2.5,0,15,44,25,1,3,7,2,4,10,8
Papa John's,Medium Cheese Pizza,Original Crust Pizzas,210,70,8,3.5,0,20,530,26,1,3,8,4,4,15,8
Papa John's,Large Cheese Pizza,Original Crust Pizzas,290,90,10,4.5,0,25,720,37,2,4,11,4,6,20,10
Papa John's,Extra Large Cheese Pizza,Original Crust Pizzas,300,90,10,4.5,0,25,740,40,2,5,11,4,6,20,15
Papa John's,Small Double Bacon 6 Cheese Pizza,Original Crust Pizzas,240,90,10,4,0,25,650,25,1,3,12,4,4,15,8
Papa John's,Medium Double Bacon 6 Cheese Pizza,Original Crust Pizzas,250,90,10,4.5,0,25,670,26,1,3,12,4,4,20,10
Papa John's,Large Double Bacon 6 Cheese Pizza,Original Crust Pizzas,350,130,14,6,0,35,970,38,2,5,18,6,6,25,15
Papa John's,Extra Large Double Bacon 6 Cheese Pizza,Original Crust Pizzas,370,140,15,7,0,40,1030,41,2,5,19,6,6,25,15
Papa John's,Small Garden Fresh Pizza,Original Crust Pizzas,140,40,5,2,0,10,350,20,1,3,5,4,8,8,6
Papa John's,Personal Garden Fresh Pizza,Original Crust Pizzas,180,50,4,2,0,10,440,26,1,4,6,4,10,10,8
Papa John's,Medium Garden Fresh Pizza,Original Crust Pizzas,200,60,7,3,0,15,500,27,2,4,8,6,10,15,10
Papa John's,Large Garden Fresh Pizza,Original Crust Pizzas,280,80,9,4,0,20,700,39,2,5,11,8,15,15,15
Papa John's,Extra Large Garden Fresh Pizza,Original Crust Pizzas,300,90,10,4,0,20,740,42,2,6,11,8,20,20,15
Papa John's,Small Grilled Chicken Margherita Pizza,Original Crust Pizzas,220,70,8,NA,0,20,610,26,1,4,10,4,8,10,10
Papa John's,Medium Grilled Chicken Margherita Pizza,Original Crust Pizzas,230,70,8,NA,0,25,640,28,2,4,11,4,8,10,10
Papa John's,Personal Grilled Chicken Margherita Pizza,Original Crust Pizzas,230,80,9,NA,0,25,670,27,2,4,12,4,8,15,10
Papa John's,Large Grilled Chicken Margherita Pizza,Original Crust Pizzas,320,100,11,NA,0,35,870,39,2,5,15,6,10,15,15
Papa John's,Extra Large Grilled Chicken Margherita Pizza,Original Crust Pizzas,330,100,11,NA,0,35,890,41,2,6,15,6,10,15,15
Papa John's,Small Hawaiian BBQ Chicken Pizza,Original Crust Pizzas,240,70,8,3,0,25,690,31,1,8,10,6,2,10,8
Papa John's,Medium Hawaiian BBQ Chicken Pizza,Original Crust Pizzas,250,80,8,3.5,0,25,740,33,1,9,11,6,4,15,10
Papa John's,Large Hawaiian BBQ Chicken Pizza,Original Crust Pizzas,350,110,12,5,0,35,1030,46,2,12,15,8,4,15,15
Papa John's,Extra Large Hawaiian BBQ Chicken Pizza,Original Crust Pizzas,370,110,12,5,0,35,1090,50,2,13,16,8,4,15,15
Papa John's,Small John's Favorite Pizza,Original Crust Pizzas,270,130,14,6,0,25,720,25,1,3,11,4,4,15,10
Papa John's,Personal John's Favorite Pizza,Original Crust Pizzas,270,130,14,6,0,25,710,25,1,3,11,4,4,15,10
Papa John's,Medium John's Favorite Pizza,Original Crust Pizzas,290,140,15,6,0,26,750,26,1,3,12,4,4,20,10
Papa John's,Large John's Favorite Pizza,Original Crust Pizzas,410,190,21,9,0,40,1060,38,2,4,16,6,6,25,15
Papa John's,Extra Large John's Favorite Pizza,Original Crust Pizzas,430,200,22,9,0,40,1110,40,2,5,17,6,6,25,15
Papa John's,Personal Pepperoni Pizza,Original Crust Pizzas,210,80,9,3.5,0,15,560,25,1,3,8,2,4,10,8
Papa John's,Small Pepperoni Pizza,Original Crust Pizzas,220,90,9,4,0,20,580,25,1,3,8,2,4,10,8
Papa John's,Medium Pepperoni Pizza,Original Crust Pizzas,230,90,10,4,0,20,610,26,1,3,9,2,4,10,10
Papa John's,Large Pepperoni Pizza,Original Crust Pizzas,330,130,14,6,0,30,870,37,2,4,13,4,6,15,15
Papa John's,Extra Large Pepperoni Pizza,Original Crust Pizzas,340,130,14,6,0,30,900,40,2,5,13,4,6,15,15
Papa John's,Personal Spicy Italian Pizza,Original Crust Pizzas,240,100,12,4.5,0,20,630,25,1,3,9,4,4,10,10
Papa John's,Small Spicy Italian Pizza,Original Crust Pizzas,240,100,11,4.5,0,20,610,25,1,3,9,4,4,10,10
Papa John's,Medium Spicy Italian Pizza,Original Crust Pizzas,270,120,13,5,0,25,690,27,1,3,10,4,4,15,10
Papa John's,Large Spicy Italian Pizza,Original Crust Pizzas,380,170,18,7,0,35,980,38,2,4,14,6,6,20,15
Papa John's,Extra Large Spicy Italian Pizza,Original Crust Pizzas,400,180,20,8,0,40,1040,41,2,5,15,6,6,20,15
Papa John's,Personal Spinach Alfredo Pizza,Original Crust Pizzas,190,60,7,2.5,0,15,460,24,1,3,7,10,0,10,8
Papa John's,Small Spinach Alfredo Pizza,Original Crust Pizzas,190,60,7,3,0,15,460,24,1,2,7,10,0,15,8
Papa John's,Medium Spinach Alfredo Pizza,Original Crust Pizzas,200,70,8,3.5,0,20,500,26,1,3,8,10,0,15,8
Papa John's,Large Spinach Alfredo Pizza,Original Crust Pizzas,280,90,10,4.5,0,25,690,36,1,4,11,15,0,20,10
Papa John's,Extra Large Spinach Alfredo Pizza,Original Crust Pizzas,300,100,11,4.5,0,25,740,39,2,4,11,15,0,20,15
Papa John's,Personal Sweet Chili Chicken Pizza,Original Crust Pizzas,210,50,6,2.5,0,15,540,33,1,9,8,6,10,10,8
Papa John's,Small Sweet Chili Chicken Pizza,Original Crust Pizzas,220,50,6,2.5,0,15,560,33,1,8,8,6,10,10,8
Papa John's,Medium Sweet Chili Chicken Pizza,Original Crust Pizzas,230,60,7,3,0,20,580,34,1,9,9,6,10,10,10
Papa John's,Large Sweet Chili Chicken Pizza,Original Crust Pizzas,330,80,9,4,0,25,830,49,2,13,13,8,15,15,15
Papa John's,Extra Large Sweet Chili Chicken Pizza,Original Crust Pizzas,350,80,9,4,0,25,870,52,2,14,13,8,15,15,15
Papa John's,Personal The Meats Pizza,Original Crust Pizzas,240,100,11,4.5,0,25,690,25,1,3,10,2,4,10,10
Papa John's,Small The Meats Pizza,Original Crust Pizzas,250,110,12,4.5,0,25,700,25,1,3,10,2,4,10,10
Papa John's,Medium The Meats Pizza,Original Crust Pizzas,250,100,12,5,0,25,710,26,1,3,11,4,4,15,10
Papa John's,Large The Meats Pizza,Original Crust Pizzas,370,160,17,7,0,40,1050,38,2,5,15,4,6,15,15
Papa John's,Extra Large The Meats Pizza,Original Crust Pizzas,400,170,19,8,0,40,1100,40,2,5,16,4,6,15,15
Papa John's,Personal The Works Pizza,Original Crust Pizzas,210,80,9,3.5,0,20,600,26,1,3,8,4,10,10,10
Papa John's,Small The Works Pizza,Original Crust Pizzas,220,80,9,3.5,0,20,620,26,1,3,9,4,8,10,10
Papa John's,Medium The Works Pizza,Original Crust Pizzas,230,80,9,4,0,20,650,27,1,3,9,4,8,15,10
Papa John's,Large The Works Pizza,Original Crust Pizzas,330,120,14,6,0,30,930,39,2,5,13,6,10,20,15
Papa John's,Extra Large The Works Pizza,Original Crust Pizzas,350,130,14,6,0,30,980,42,2,5,14,6,15,20,15
Papa John's,Personal Tuscan Six Cheese Pizza,Original Crust Pizzas,210,70,8,3.5,0,20,520,25,1,3,9,4,4,15,8
Papa John's,Small Tuscan Six Cheese Pizza,Original Crust Pizzas,220,80,9,4,0,20,540,25,1,3,10,4,4,20,8
Papa John's,Medium Tuscan Six Cheese Pizza,Original Crust Pizzas,230,80,9,4.5,0,25,580,26,1,3,10,4,4,20,8
Papa John's,Large Tuscan Six Cheese Pizza,Original Crust Pizzas,320,110,13,6,0,30,800,38,2,4,14,6,6,30,15
Papa John's,Extra Large Tuscan Six Cheese Pizza,Original Crust Pizzas,340,120,13,6,0,30,840,40,2,5,15,6,6,30,15
Papa John's,Apple Pie,Desserts,480,10,10,2.5,0,0,520,90,2,43,8,0,0,2,15
Papa John's,Cinnaepie,Desserts,560,150,19,6,0,0,540,90,2,39,8,6,0,4,20
Papa John's,BBQ Sauce,Dipping Sauces and Extras,45,0,0,0,0,0,240,11,0,10,0,2,2,0,4
Papa John's,Blue Cheese,Dipping Sauces and Extras,160,150,16,3.5,0,20,250,1,0,1,1,2,0,2,0
Papa John's,Buffalo Sauce,Dipping Sauces and Extras,15,5,1,0,0,0,1030,2,0,2,0,2,2,0,0
Papa John's,Cheese Sauce,Dipping Sauces and Extras,40,30,4,1,0,5,160,1,0,1,1,4,0,0,0
Papa John's,Crushed Red Pepper,Dipping Sauces and Extras,5,0,0,0,NA,NA,0,1,0,NA,0,8,2,0,0
Papa John's,Honey Mustard,Dipping Sauces and Extras,150,140,15,2.5,0,10,120,5,0,4,0,0,0,0,0
Papa John's,Parmesan Cheese,Dipping Sauces and Extras,15,10,1,0.5,NA,5,45,0,0,NA,NA,0,NA,4,0
Papa John's,Pizza Sauce,Dipping Sauces and Extras,20,10,1,0,0,0,230,3,0,1,0,4,0,0,0
Papa John's,Ranch Sauce,Dipping Sauces and Extras,100,90,10,1.5,0,10,240,1,0,1,1,0,0,2,0
Papa John's,Special Garlic,Dipping Sauces and Extras,150,150,17,3,0,0,310,0,0,0,0,20,0,0,0
Papa John's,Special Seasonings,Dipping Sauces and Extras,5,0,0,0,NA,0,410,1,0,0,0,0,0,0,0
Papa John's,BBQ Wings,Sides,190,110,12,3,0,50,760,6,0,2,12,0,2,0,0
Papa John's,Breadsticks,Sides,290,40,5,0.5,0,0,540,53,2,5,9,0,0,2,15
Papa John's,Cheesesticks,Sides,370,150,16,7,0,35,860,41,2,4,14,10,0,25,15
Papa John's,Chicken Poppers,Sides,100,20,2,0,0,50,340,2,0,0,18,0,2,0,2
Papa John's,Garlic Sauce (1 tablespoon),Sides,75,75,9,1,NA,0,115,2,0,NA,0,NA,NA,NA,NA
Papa John's,Honey Chipotle Wings,Sides,190,110,12,3,0,50,730,8,0,5,12,0,0,0,0
Papa John's,Parmesan Breadsticks,Sides,340,90,10,1.5,0,0,720,54,2,5,9,6,0,2,15
Papa John's,Spicy Buffalo Wings,Sides,170,110,13,3,0,50,1070,3,0,1,12,2,0,0,0
Papa John's,BBQ Chicken Bacon Thin Crust Pizza,Thin Crust Pizza (Large),290,120,13,5,0,35,690,29,1,1,13,8,2,20,4
Papa John's,Cheese Thin Crust Pizza,Thin Crust Pizza (Large),230,110,12,5,0,25,380,22,1,2,9,4,6,20,4
Papa John's,Double Bacon 6 Cheese Thin Crust Pizza,Thin Crust Pizza (Large),290,140,16,7,0,35,630,22,1,2,15,6,6,25,4
Papa John's,Garden Fresh Thin Crust Pizza,Thin Crust Pizza (Large),220,100,11,4,0,20,360,24,2,3,8,8,15,20,4
Papa John's,Grilled Chicken Margherita Thin Crust Pizza,Thin Crust Pizza (Large),250,110,12,NA,0,35,660,21,1,3,12,6,10,25,4
Papa John's,Hawaiian BBQ Chicken Thin Crust Pizza,Thin Crust Pizza (Large),290,120,13,5,0,35,690,31,1,9,13,8,4,20,4
Papa John's,John's Favorite Thin Crust Pizza,Thin Crust Pizza (Large),340,200,22,9,0,40,850,20,1,2,14,6,6,25,4
Papa John's,Pepperoni Thin Crust Pizza,Thin Crust Pizza (Large),270,140,16,6,0,30,530,22,1,2,10,4,6,20,4
Papa John's,Spicy Italian Thin Crust Pizza,Thin Crust Pizza (Large),320,180,20,8,0,22,640,22,2,2,12,6,6,20,6
Papa John's,Spinach Alfredo Thin Crust Pizza,Thin Crust Pizza (Large),220,110,12,4.5,0,25,350,21,1,1,8,15,0,20,2
Papa John's,Sweet Chili Chicken Thin Crust Pizza,Thin Crust Pizza (Large),270,100,11,4,0,25,620,34,1,10,10,8,15,20,4
Papa John's,The Meats Thin Crust Pizza,Thin Crust Pizza (Large),310,170,19,7,0,40,710,22,1,2,13,4,6,20,4
Papa John's,The Works Thin Crust Pizza,Thin Crust Pizza (Large),270,140,15,6,0,30,590,23,2,2,11,6,10,20,6
Papa John's,Tuscan Six Cheese Thin Crust Pizza,Thin Crust Pizza (Large),260,130,14,6,0,30,460,22,1,2,12,6,6,30,4
Pizza Hut,Small Hand-Tossed Backyard BBQ Chicken Pizza,Hand-Tossed Pizza,140,40,5,2,0,15,230,17,1,2,7,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Backyard BBQ Chicken Pizza,Hand-Tossed Pizza,230,70,8,4,0,25,390,29,2,4,11,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Backyard BBQ Chicken Pizza,Hand-Tossed Pizza,310,100,11,5,0,35,540,39,2,6,15,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed BBQ Bacon Cheeseburger Pizza,Hand-Tossed Pizza,150,60,6,3,0,15,270,18,1,2,6,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed BBQ Bacon Cheeseburger Pizza,Hand-Tossed Pizza,250,90,10,5,0,25,440,29,2,4,10,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed BBQ Bacon Cheeseburger Pizza,Hand-Tossed Pizza,340,130,15,7,0.5,35,630,39,2,6,14,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed Buffalo Chicken Pizza,Hand-Tossed Pizza,130,35,4,2,0,15,290,17,1,0,6,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Buffalo Chicken Pizza,Hand-Tossed Pizza,210,60,7,3.5,0,25,520,27,2,1,10,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Buffalo Chicken Pizza,Hand-Tossed Pizza,280,80,9,4.5,0,30,740,37,2,1,14,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed Cheese Pizza,Hand-Tossed Pizza,130,45,5,2.5,0,15,250,16,1,1,6,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Cheese Pizza,Hand-Tossed Pizza,210,70,8,4,0,20,460,26,2,1,9,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Cheese Pizza,Hand-Tossed Pizza,300,100,12,6,0,30,660,35,2,1,13,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed Chicken Bacon Parmesan Pizza,Hand-Tossed Pizza,140,50,6,2.5,0,15,250,16,1,0,7,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Chicken Bacon Parmesan Pizza,Hand-Tossed Pizza,230,90,9,4,0,25,410,25,2,1,11,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Chicken Bacon Parmesan Pizza,Hand-Tossed Pizza,310,120,13,6,0,35,550,33,2,1,15,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Chicken Supreme Pizza,Hand-Tossed Pizza,210,60,7,3,0,20,440,26,2,1,11,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Chicken Supreme Pizza,Hand-Tossed Pizza,290,80,9,4.5,0,30,640,36,2,2,15,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed Five Pepper Pepperoni Pizza,Hand-Tossed Pizza,120,35,4,2,0,10,310,16,1,1,5,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Five Pepper Pepperoni Pizza,Hand-Tossed Pizza,200,70,7,3.5,0,20,530,26,2,2,9,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Five Pepper Pepperoni Pizza,Hand-Tossed Pizza,280,90,10,5,0,30,730,34,3,2,12,NA,NA,NA,NA
Pizza Hut,Small Hand-Tossed Hawaiian Chicken Pizza,Hand-Tossed Pizza,130,35,4,2,0,15,280,17,1,1,6,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Hawaiian Chicken Pizza,Hand-Tossed Pizza,210,60,7,3,0,25,440,27,2,2,10,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Hawaiian Chicken Pizza,Hand-Tossed Pizza,280,80,9,4.5,0,35,620,35,3,3,14,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Meat Lover's Pizza,Hand-Tossed Pizza,300,150,16,6,0,40,740,26,2,1,12,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Meat Lover's Pizza,Hand-Tossed Pizza,410,200,23,9,0.5,55,1070,35,2,1,17,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Pepperoni Lover's Pizza,Hand-Tossed Pizza,270,120,13,6,0,35,700,26,2,1,12,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Pepperoni Lover's Pizza,Hand-Tossed Pizza,380,170,19,9,0.5,50,1010,35,2,1,16,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Pepperoni Pizza,Hand-Tossed Pizza,230,90,10,4,0,25,540,25,2,1,9,NA,NA,NA,NA
Pizza Hut,Large Hand-Tossed Pepperoni Pizza,Hand-Tossed Pizza,310,120,13,6,0,30,770,35,2,1,12,NA,NA,NA,NA
Pizza Hut,Medium Hand-Tossed Super Supreme Pizza,Hand-Tossed Pizza,270,120,13,5,0,30,700,27,2,1,11,NA,NA,NA,NA
